2 1 3 3 4 4 5 2 3 2 2 1 1 3 0 4 5 1 5 2 2 2 3 2 1 1 4 1 3 2 3 3 3 4 4 3 1 4 2 1 5 3 1 5 3 2 2 1 4 1 1 1 3 3 3 5 5 5
3 3 4 4 3 5 5 2 3 2 3 3 4 4 5 0 5 3 5 5 2 3 2 2 2 1 2 2 4 4 3 2 3 3 3 3 2 3 4 3 4 5 3 3 4 4 3 4 3 3 2 1 5 4 2 4 3 3
2 2 5 3 3 4 4 2 3 3 3 3 2 4 5 5 0 2 4 5 2 3 2 2 3 1 2 3 4 3 2 2 4 2 5 2 1 4 3 2 3 5 3 5 3 2 2 3 3 3 1 1 4 5 3 4 5 3
5 3 2 5 3 3 5 5 3 2 5 5 4 4 3 5 4 0 2 1 5 3 3 3 3 2 2 1 2 5 5 5 3 5 4 4 2 2 3 3 3 3 3 5 5 5 2 5 3 5 2 1 2 3 4 5 5 5
3 3 4 4 2 2 3 2 4 3 3 3 3 4 5 5 5 2 0 4 2 4 5 4 5 2 3 3 4 4 3 3 4 4 2 4 4 3 1 2 5 4 3 3 3 2 4 2 5 3 3 2 3 3 3 4 4 3
3 2 4 4 2 5 5 2 3 3 3 3 2 4 3 4 3 2 3 0 2 3 3 1 1 1 2 2 3 3 3 2 5 3 3 3 2 2 2 2 3 2 2 3 2 2 1 2 3 3 1 1 5 5 3 2 5 3
3 1 2 2 1 2 3 1 2 2 5 2 1 2 2 1 1 4 1 3 0 1 2 2 2 1 1 1 1 2 5 4 1 2 2 2 1 1 1 1 2 1 1 3 1 5 2 5 3 4 1 1 1 2 2 2 3 2
2 5 5 3 3 3 2 2 4 2 2 3 4 3 3 2 3 2 3 4 3 0 3 3 5 3 3 1 4 3 3 3 3 3 4 3 2 3 3 3 4 3 3 3 3 4 3 3 4 3 1 3 2 4 3 3 4 3
2 3 4 4 5 3 4 3 4 2 2 3 2 4 4 2 2 2 5 3 1 2 0 2 4 3 2 1 3 1 2 1 4 5 2 1 4 4 5 2 5 2 1 5 5 1 5 1 5 1 4 2 5 2 3 2 4 5
4 1 2 5 2 2 3 5 4 3 4 3 2 2 3 4 2 2 4 2 1 3 2 0 2 4 4 1 1 2 5 2 2 5 2 4 1 1 1 1 4 1 2 3 1 4 4 2 2 5 1 3 1 1 3 4 2 5
2 4 5 3 3 2 2 2 3 1 3 4 4 2 2 1 3 1 4 2 2 5 4 2 0 3 2 1 3 4 2 1 2 3 3 2 2 2 3 3 2 3 4 2 2 1 1 2 3 2 1 2 2 2 1 3 4 2
3 3 4 4 4 2 2 2 5 2 3 3 2 2 2 2 2 2 3 1 2 4 3 3 4 0 2 2 2 2 2 2 2 3 4 2 4 2 2 2 2 4 4 3 4 2 3 4 3 3 3 5 2 3 2 2 3 2
4 2 5 5 5 3 5 3 1 5 5 3 1 4 4 2 1 2 1 5 2 4 3 4 1 1 0 1 5 4 5 3 4 5 4 3 1 2 1 2 1 4 1 2 3 1 1 4 2 4 1 1 4 1 2 5 5 3
3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3
2 3 5 3 3 3 4 2 3 4 3 2 3 5 4 4 4 1 3 3 1 4 3 1 4 1 5 2 0 2 3 2 3 2 5 3 2 4 4 3 2 4 4 3 2 1 2 1 2 1 1 2 3 5 3 3 5 2
5 2 5 5 1 3 2 3 3 1 5 1 2 2 3 3 1 1 2 5 2 2 1 3 3 1 3 1 3 0 2 2 2 3 4 2 4 3 1 1 3 4 3 3 1 1 5 2 1 2 1 2 3 3 3 3 5 3
4 2 4 4 2 4 5 5 3 3 5 3 2 3 4 3 3 3 3 4 4 3 4 5 3 2 4 2 4 2 0 5 3 4 4 4 3 3 2 2 4 4 2 3 2 4 3 4 3 4 2 4 3 4 3 4 4 3
5 3 4 4 3 4 4 4 3 3 5 3 2 4 5 4 4 5 4 5 5 4 3 4 3 2 4 2 2 5 5 0 5 5 4 3 3 3 2 2 3 3 2 4 2 5 3 5 5 5 2 2 4 4 3 4 5 5
3 3 3 5 2 5 5 2 3 2 3 4 3 4 4 4 3 3 4 5 2 2 4 2 3 3 3 4 3 3 2 3 0 4 4 3 2 3 2 3 3 3 4 2 2 2 3 2 4 3 2 3 5 4 4 4 4 4
4 3 4 5 3 4 4 4 4 3 3 3 2 2 3 3 3 4 5 5 3 2 5 5 3 4 4 2 3 4 4 4 5 0 3 4 4 3 4 3 5 3 3 3 2 4 3 3 5 5 2 4 5 3 4 5 4 5
2 4 5 3 3 4 4 2 3 4 3 4 3 3 4 2 5 2 4 4 2 4 3 2 5 3 3 2 5 4 3 2 4 2 0 2 2 4 4 3 4 4 5 3 2 1 4 1 3 3 2 2 2 5 2 3 4 2
5 1 2 5 1 4 5 1 3 3 5 5 2 5 3 4 2 3 5 5 5 2 1 1 1 1 3 3 3 2 2 2 5 4 4 0 1 1 1 1 5 3 4 4 4 5 4 5 1 2 1 2 1 3 1 5 5 4
2 3 3 4 2 4 3 3 4 3 3 4 3 3 3 3 2 2 5 3 2 3 5 2 4 4 3 2 2 3 3 2 3 4 4 2 0 4 5 2 4 3 3 4 2 2 5 2 5 3 5 3 3 3 3 2 3 3
2 5 3 3 2 3 2 2 3 3 3 3 3 3 4 4 4 2 4 4 2 2 3 2 3 2 2 3 4 3 3 3 4 2 5 3 3 0 3 2 3 4 4 3 2 3 4 3 3 3 2 2 4 4 2 3 4 3
2 2 3 4 5 3 3 2 3 4 4 5 4 4 3 5 3 2 2 4 2 5 5 2 5 4 4 2 5 2 2 2 2 3 5 2 5 2 0 3 2 5 5 3 5 2 5 2 5 3 5 2 3 4 3 3 4 3
2 3 3 1 4 3 4 2 1 2 1 2 5 3 3 3 2 2 4 4 1 2 1 2 3 2 2 1 4 1 1 1 2 3 3 3 2 2 3 0 2 3 2 3 3 1 1 1 1 2 1 5 2 4 2 2 4 2
3 2 2 5 3 4 4 2 2 4 2 2 2 4 4 3 3 2 5 5 2 4 5 2 3 2 2 2 3 4 3 2 4 3 4 4 3 3 3 2 0 2 4 3 4 2 3 2 5 3 4 3 5 2 2 4 4 5
2 1 4 1 2 3 3 2 1 1 3 1 4 4 3 5 5 1 3 3 1 2 1 1 2 2 2 1 4 3 3 1 2 2 5 1 1 4 2 1 2 0 5 2 1 1 2 1 2 1 1 1 4 4 2 3 3 1
2 3 4 3 2 2 2 1 3 2 2 2 2 3 2 3 2 1 4 2 1 2 2 2 5 4 2 2 3 3 2 1 2 1 5 3 2 3 3 2 3 4 0 1 2 1 3 1 2 1 1 2 3 4 3 3 2 1
3 2 4 4 4 3 3 2 2 1 4 2 3 4 5 3 5 5 3 3 5 4 4 2 2 2 2 4 3 2 3 2 3 2 2 3 4 3 3 2 1 3 3 0 3 3 5 3 4 2 1 1 3 2 2 3 4 2
2 3 4 4 5 2 1 1 1 3 4 3 2 4 4 4 2 1 1 1 1 2 4 1 2 3 3 1 1 1 3 1 1 1 1 1 1 1 5 3 2 1 1 3 0 1 1 1 4 1 1 1 1 1 1 1 4 1
4 2 3 1 1 2 3 3 3 4 4 3 2 3 3 3 2 4 3 4 4 3 3 2 1 1 3 1 4 3 4 5 1 2 3 4 1 2 3 2 1 1 1 4 1 0 1 5 3 3 1 2 1 3 3 4 4 1
3 3 3 3 4 4 2 2 5 1 5 3 2 2 3 3 3 1 5 3 1 3 5 2 3 3 1 2 3 5 3 2 2 2 4 3 4 3 5 2 3 2 3 5 2 1 0 1 4 2 5 2 3 1 4 3 5 1
4 4 3 3 3 3 3 3 3 4 5 3 3 2 3 4 3 4 1 4 5 3 3 1 3 4 4 2 3 3 4 5 2 2 2 3 2 2 3 2 2 3 2 3 2 5 2 0 3 4 1 2 2 3 3 3 3 2
4 4 2 5 4 4 3 2 4 3 3 4 1 4 4 4 4 1 5 4 1 3 5 3 3 3 3 2 3 2 4 3 4 5 4 3 4 3 4 3 5 2 2 5 5 2 4 2 0 5 2 3 4 2 2 3 4 5
5 4 2 5 3 4 4 4 4 5 5 3 3 3 4 3 2 2 2 5 4 3 3 4 3 3 4 3 2 3 3 2 3 5 3 2 3 3 3 3 2 3 3 4 3 5 3 5 4 0 1 3 3 1 3 5 5 5
2 2 2 3 4 2 2 2 2 5 2 2 3 3 2 2 2 2 3 1 1 1 5 1 1 4 2 1 2 2 2 2 2 1 3 1 5 2 5 2 3 1 2 2 2 1 5 1 3 2 0 1 2 2 2 1 2 1
2 2 3 3 2 2 4 2 4 2 3 4 2 3 3 2 2 3 3 2 4 4 3 3 3 4 3 2 2 2 2 2 3 3 3 2 3 2 2 4 2 2 3 3 3 3 3 3 3 3 2 0 3 3 2 3 4 3
2 2 3 5 2 5 5 1 2 1 3 2 2 4 3 4 4 1 4 5 1 1 4 1 3 1 1 5 3 5 2 2 5 4 3 1 1 3 2 1 4 4 3 1 1 1 1 1 4 2 1 1 0 3 1 2 3 4
2 3 5 3 3 5 3 2 4 3 2 4 4 2 2 3 3 1 2 5 2 5 2 1 5 2 4 3 5 3 2 1 4 2 5 3 2 4 3 4 2 4 4 3 3 2 2 2 3 4 2 2 4 0 3 4 5 3
2 2 3 2 2 3 4 2 2 3 4 2 3 3 3 2 2 4 1 5 4 3 2 2 5 1 3 1 4 2 4 1 3 3 3 2 1 2 1 1 1 2 2 2 2 3 4 2 2 4 1 1 2 5 0 2 2 2
3 1 3 4 2 5 5 3 5 3 4 5 2 4 5 5 5 1 5 3 3 3 3 3 4 2 4 1 4 4 3 3 4 4 5 5 3 1 2 4 4 3 4 4 2 5 3 5 3 5 1 4 3 5 4 0 5 5
2 1 5 5 5 3 4 1 4 1 5 2 2 3 3 4 3 1 2 5 3 2 2 1 1 1 4 1 5 5 1 1 3 2 5 5 1 2 3 2 1 3 2 3 4 2 5 1 3 2 1 2 3 3 1 5 0 5
3 2 2 5 2 4 2 3 3 3 3 4 1 3 3 3 2 3 3 2 2 2 4 4 2 2 3 1 2 3 3 2 2 5 3 2 2 2 2 2 4 2 2 2 2 2 2 2 5 4 1 3 3 3 3 3 3 0

PSI:
0.0 0.03 0.02 0.03 0.03 0.04 0.03 0.06 0.03 0.04 0.03 0.03 0.02 0.03 0.03 0.03 0.02 0.05 0.03 0.04 0.05 0.02 0.02 0.05 0.03 0.04 0.05 0.04 0.02 0.07 0.04 0.05 0.03 0.04 0.02 0.06 0.02 0.02 0.02 0.03 0.03 0.03 0.03 0.04 0.03 0.05 0.04 0.05 0.04 0.05 0.03 0.03 0.03 0.02 0.03 0.03 0.03 0.04 
0.03 0.0 0.02 0.03 0.04 0.02 0.01 0.04 0.03 0.04 0.03 0.04 0.06 0.02 0.01 0.03 0.02 0.03 0.03 0.03 0.02 0.06 0.04 0.01 0.06 0.04 0.02 0.04 0.04 0.03 0.02 0.03 0.03 0.03 0.04 0.01 0.03 0.06 0.02 0.04 0.02 0.02 0.04 0.02 0.05 0.03 0.04 0.05 0.04 0.04 0.03 0.03 0.03 0.03 0.03 0.01 0.01 0.03 
0.03 0.02 0.0 0.04 0.07 0.06 0.04 0.04 0.06 0.06 0.03 0.05 0.05 0.05 0.04 0.04 0.06 0.02 0.04 0.05 0.03 0.06 0.05 0.03 0.07 0.05 0.06 0.04 0.06 0.07 0.04 0.04 0.03 0.04 0.06 0.02 0.03 0.03 0.03 0.04 0.02 0.06 0.06 0.05 0.07 0.04 0.04 0.04 0.02 0.02 0.03 0.04 0.04 0.06 0.04 0.03 0.06 0.03 
0.04 0.03 0.05 0.0 0.07 0.06 0.05 0.04 0.05 0.05 0.03 0.05 0.02 0.04 0.04 0.04 0.03 0.05 0.04 0.05 0.03 0.03 0.05 0.07 0.04 0.05 0.06 0.04 0.04 0.07 0.04 0.04 0.05 0.05 0.03 0.06 0.04 0.03 0.04 0.01 0.06 0.02 0.04 0.05 0.07 0.01 0.04 0.04 0.05 0.05 0.05 0.04 0.07 0.03 0.03 0.04 0.06 0.07 
0.03 0.05 0.06 0.04 0.0 0.02 0.03 0.02 0.03 0.05 0.03 0.03 0.05 0.03 0.05 0.03 0.03 0.03 0.02 0.03 0.02 0.03 0.06 0.03 0.04 0.05 0.06 0.04 0.04 0.01 0.02 0.03 0.02 0.03 0.03 0.01 0.02 0.02 0.05 0.06 0.03 0.03 0.03 0.05 0.09 0.01 0.05 0.04 0.04 0.03 0.06 0.03 0.03 0.03 0.03 0.02 0.06 0.03 
0.03 0.02 0.05 0.04 0.04 0.0 0.06 0.02 0.04 0.05 0.03 0.04 0.04 0.05 0.05 0.05 0.05 0.03 0.02 0.06 0.03 0.03 0.04 0.03 0.03 0.03 0.04 0.04 0.04 0.04 0.04 0.04 0.05 0.04 0.04 0.05 0.04 0.03 0.03 0.04 0.04 0.05 0.03 0.04 0.03 0.03 0.05 0.04 0.04 0.04 0.03 0.03 0.07 0.06 0.04 0.05 0.04 0.05 
0.04 0.02 0.05 0.03 0.03 0.06 0.0 0.04 0.04 0.04 0.03 0.03 0.02 0.05 0.06 0.05 0.05 0.05 0.03 0.06 0.05 0.02 0.05 0.04 0.03 0.03 0.06 0.04 0.05 0.03 0.05 0.04 0.05 0.04 0.04 0.06 0.03 0.02 0.03 0.06 0.04 0.05 0.03 0.04 0.02 0.04 0.02 0.04 0.03 0.04 0.03 0.05 0.07 0.03 0.06 0.05 0.05 0.03 
0.04 0.02 0.01 0.03 0.04 0.04 0.03 0.0 0.03 0.04 0.03 0.03 0.02 0.02 0.03 0.02 0.02 0.05 0.02 0.03 0.02 0.02 0.04 0.07 0.03 0.03 0.04 0.04 0.02 0.04 0.05 0.04 0.02 0.04 0.02 0.01 0.03 0.02 0.02 0.03 0.02 0.03 0.01 0.02 0.02 0.04 0.02 0.04 0.02 0.04 0.03 0.03 0.01 0.02 0.03 0.03 0.01 0.04 
0.03 0.03 0.05 0.04 0.04 0.05 0.03 0.04 0.0 0.02 0.03 0.07 0.02 0.04 0.04 0.03 0.03 0.03 0.04 0.04 0.03 0.05 0.05 0.05 0.04 0.06 0.01 0.04 0.04 0.04 0.03 0.03 0.03 0.04 0.03 0.04 0.04 0.03 0.03 0.01 0.02 0.02 0.04 0.02 0.02 0.04 0.06 0.04 0.04 0.04 0.03 0.05 0.03 0.05 0.03 0.05 0.05 0.04 
0.04 0.02 0.04 0.03 0.05 0.04 0.03 0.04 0.01 0.0 0.03 0.04 0.02 0.03 0.03 0.02 0.03 0.02 0.03 0.04 0.03 0.02 0.02 0.04 0.01 0.03 0.06 0.04 0.05 0.01 0.03 0.03 0.02 0.03 0.04 0.04 0.03 0.03 0.04 0.03 0.04 0.02 0.03 0.01 0.05 0.05 0.01 0.05 0.03 0.05 0.08 0.03 0.01 0.03 0.04 0.03 0.01 0.04 
0.04 0.03 0.04 0.03 0.05 0.05 0.03 0.05 0.04 0.04 0.0 0.04 0.02 0.03 0.03 0.03 0.03 0.05 0.03 0.04 0.09 0.02 0.02 0.05 0.04 0.04 0.06 0.04 0.04 0.07 0.05 0.05 0.03 0.03 0.03 0.06 0.03 0.03 0.04 0.01 0.02 0.05 0.03 0.05 0.07 0.05 0.06 0.06 0.03 0.05 0.03 0.04 0.04 0.02 0.06 0.04 0.06 0.04 
0.03 0.03 0.04 0.04 0.01 0.04 0.03 0.04 0.06 0.05 0.03 0.0 0.02 0.03 0.01 0.03 0.03 0.05 0.03 0.04 0.03 0.03 0.04 0.04 0.06 0.04 0.04 0.04 0.02 0.01 0.03 0.03 0.04 0.03 0.04 0.06 0.04 0.03 0.05 0.03 0.02 0.02 0.03 0.02 0.05 0.04 0.04 0.04 0.04 0.03 0.03 0.05 0.03 0.05 0.03 0.05 0.03 0.05 
0.03 0.06 0.04 0.03 0.05 0.04 0.01 0.04 0.03 0.02 0.03 0.03 0.0 0.03 0.01 0.04 0.02 0.04 0.03 0.03 0.02 0.05 0.02 0.03 0.06 0.03 0.01 0.04 0.04 0.03 0.02 0.02 0.03 0.02 0.03 0.02 0.03 0.03 0.04 0.07 0.02 0.06 0.03 0.04 0.03 0.03 0.02 0.04 0.01 0.03 0.05 0.03 0.03 0.05 0.04 0.02 0.03 0.01 
0.04 0.05 0.04 0.03 0.03 0.06 0.06 0.04 0.04 0.05 0.03 0.04 0.04 0.0 0.04 0.04 0.05 0.04 0.04 0.05 0.03 0.03 0.05 0.03 0.03 0.03 0.05 0.04 0.06 0.03 0.03 0.04 0.04 0.02 0.03 0.06 0.03 0.03 0.04 0.04 0.04 0.06 0.04 0.05 0.07 0.04 0.02 0.02 0.04 0.03 0.05 0.04 0.05 0.02 0.04 0.04 0.04 0.04 
0.04 0.03 0.05 0.03 0.05 0.05 0.06 0.04 0.04 0.06 0.03 0.03 0.02 0.04 0.0 0.05 0.06 0.03 0.05 0.04 0.03 0.03 0.05 0.04 0.03 0.03 0.05 0.04 0.05 0.04 0.04 0.05 0.04 0.03 0.04 0.04 0.03 0.05 0.03 0.04 0.04 0.05 0.03 0.06 0.07 0.04 0.04 0.04 0.04 0.04 0.03 0.04 0.04 0.02 0.04 0.05 0.04 0.04 
0.03 0.03 0.05 0.03 0.03 0.06 0.06 0.04 0.04 0.05 0.03 0.04 0.04 0.05 0.05 0.0 0.06 0.05 0.05 0.05 0.02 0.02 0.02 0.05 0.01 0.03 0.02 0.04 0.05 0.04 0.03 0.04 0.04 0.03 0.02 0.05 0.03 0.05 0.05 0.04 0.03 0.08 0.04 0.04 0.07 0.04 0.04 0.05 0.04 0.03 0.03 0.03 0.05 0.03 0.03 0.05 0.05 0.04 
0.03 0.03 0.05 0.03 0.03 0.06 0.05 0.02 0.04 0.05 0.03 0.04 0.02 0.04 0.06 0.05 0.0 0.04 0.05 0.04 0.02 0.03 0.02 0.03 0.04 0.03 0.01 0.04 0.05 0.01 0.03 0.04 0.03 0.03 0.06 0.02 0.02 0.05 0.03 0.03 0.03 0.08 0.03 0.06 0.03 0.03 0.04 0.04 0.04 0.02 0.03 0.03 0.05 0.03 0.03 0.05 0.04 0.03 
0.04 0.02 0.02 0.03 0.01 0.02 0.04 0.04 0.01 0.01 0.03 0.03 0.02 0.03 0.01 0.03 0.02 0.0 0.02 0.03 0.07 0.02 0.02 0.03 0.01 0.03 0.02 0.04 0.01 0.01 0.03 0.05 0.03 0.04 0.02 0.04 0.02 0.02 0.02 0.03 0.02 0.02 0.01 0.06 0.02 0.05 0.01 0.05 0.01 0.02 0.03 0.04 0.01 0.01 0.06 0.01 0.01 0.04 
0.04 0.03 0.02 0.04 0.03 0.02 0.04 0.04 0.04 0.02 0.03 0.04 0.02 0.04 0.06 0.05 0.05 0.02 0.0 0.04 0.02 0.03 0.06 0.05 0.06 0.04 0.01 0.04 0.04 0.03 0.03 0.04 0.04 0.05 0.04 0.06 0.06 0.05 0.02 0.06 0.06 0.05 0.06 0.04 0.02 0.04 0.06 0.01 0.05 0.02 0.05 0.04 0.05 0.02 0.01 0.05 0.03 0.04 
0.04 0.03 0.06 0.04 0.03 0.06 0.06 0.04 0.05 0.05 0.03 0.05 0.04 0.04 0.03 0.05 0.06 0.01 0.04 0.0 0.05 0.05 0.04 0.03 0.03 0.01 0.06 0.04 0.04 0.07 0.04 0.05 0.05 0.05 0.04 0.06 0.03 0.05 0.04 0.06 0.06 0.05 0.03 0.04 0.02 0.05 0.04 0.05 0.04 0.05 0.02 0.03 0.07 0.06 0.07 0.03 0.06 0.03 
0.04 0.02 0.02 0.03 0.01 0.04 0.04 0.02 0.03 0.02 0.06 0.03 0.01 0.03 0.03 0.02 0.02 0.05 0.02 0.03 0.0 0.03 0.01 0.01 0.03 0.03 0.02 0.04 0.01 0.03 0.04 0.05 0.02 0.03 0.02 0.06 0.02 0.02 0.02 0.01 0.02 0.02 0.01 0.06 0.02 0.05 0.01 0.06 0.01 0.04 0.02 0.05 0.01 0.02 0.06 0.03 0.04 0.03 
0.03 0.06 0.06 0.03 0.04 0.02 0.03 0.02 0.05 0.05 0.03 0.05 0.06 0.03 0.03 0.03 0.03 0.03 0.04 0.04 0.02 0.0 0.02 0.04 0.07 0.05 0.05 0.04 0.05 0.03 0.03 0.04 0.02 0.02 0.04 0.02 0.03 0.02 0.05 0.03 0.04 0.03 0.03 0.05 0.03 0.04 0.04 0.04 0.03 0.03 0.02 0.05 0.01 0.06 0.04 0.03 0.03 0.03 
0.04 0.05 0.04 0.04 0.05 0.04 0.03 0.04 0.04 0.02 0.03 0.03 0.04 0.02 0.04 0.02 0.02 0.03 0.05 0.04 0.03 0.03 0.0 0.03 0.06 0.04 0.04 0.04 0.04 0.01 0.04 0.03 0.04 0.05 0.03 0.01 0.06 0.03 0.05 0.01 0.06 0.02 0.03 0.05 0.07 0.04 0.06 0.04 0.05 0.03 0.08 0.04 0.05 0.02 0.03 0.03 0.03 0.05 
0.03 0.02 0.01 0.04 0.01 0.01 0.03 0.06 0.04 0.02 0.03 0.03 0.02 0.02 0.03 0.02 0.02 0.03 0.04 0.01 0.03 0.03 0.02 0.0 0.03 0.04 0.05 0.04 0.01 0.04 0.05 0.04 0.02 0.05 0.02 0.01 0.02 0.02 0.02 0.03 0.02 0.02 0.03 0.02 0.02 0.03 0.02 0.01 0.03 0.04 0.02 0.04 0.01 0.01 0.03 0.03 0.01 0.05 
0.03 0.06 0.05 0.03 0.03 0.01 0.03 0.02 0.05 0.04 0.03 0.04 0.06 0.03 0.01 0.02 0.03 0.03 0.05 0.01 0.03 0.06 0.05 0.03 0.0 0.05 0.01 0.04 0.05 0.04 0.03 0.03 0.03 0.03 0.06 0.01 0.04 0.03 0.05 0.04 0.03 0.03 0.07 0.02 0.03 0.01 0.04 0.04 0.03 0.03 0.02 0.04 0.04 0.06 0.07 0.04 0.01 0.03 
0.04 0.03 0.04 0.03 0.07 0.01 0.03 0.02 0.06 0.02 0.03 0.04 0.02 0.03 0.01 0.01 0.01 0.02 0.02 0.01 0.02 0.03 0.04 0.05 0.04 0.0 0.01 0.04 0.01 0.01 0.02 0.02 0.03 0.04 0.03 0.01 0.04 0.02 0.04 0.03 0.02 0.03 0.06 0.02 0.05 0.01 0.04 0.05 0.03 0.03 0.06 0.05 0.01 0.02 0.01 0.02 0.01 0.03 
0.04 0.02 0.04 0.04 0.05 0.04 0.04 0.04 0.03 0.06 0.03 0.04 0.04 0.04 0.05 0.02 0.02 0.02 0.03 0.03 0.02 0.03 0.02 0.05 0.03 0.03 0.0 0.04 0.06 0.04 0.04 0.04 0.03 0.04 0.03 0.04 0.03 0.02 0.04 0.03 0.02 0.03 0.03 0.02 0.05 0.04 0.01 0.05 0.03 0.04 0.03 0.04 0.01 0.05 0.04 0.04 0.05 0.04 
0.03 0.02 0.02 0.03 0.01 0.01 0.01 0.02 0.01 0.01 0.03 0.01 0.02 0.02 0.01 0.02 0.03 0.01 0.03 0.03 0.02 0.01 0.01 0.01 0.01 0.03 0.01 0.0 0.02 0.01 0.02 0.02 0.04 0.02 0.02 0.04 0.02 0.03 0.02 0.01 0.02 0.02 0.03 0.05 0.02 0.01 0.02 0.02 0.02 0.03 0.02 0.03 0.07 0.03 0.01 0.01 0.01 0.01 
0.03 0.03 0.05 0.03 0.04 0.05 0.05 0.02 0.04 0.06 0.03 0.03 0.05 0.05 0.04 0.04 0.05 0.02 0.04 0.04 0.02 0.05 0.04 0.01 0.04 0.03 0.06 0.04 0.0 0.04 0.04 0.02 0.03 0.03 0.06 0.04 0.02 0.05 0.05 0.06 0.03 0.06 0.04 0.04 0.02 0.05 0.04 0.04 0.03 0.02 0.03 0.03 0.04 0.06 0.06 0.04 0.06 0.03 
0.04 0.05 0.06 0.03 0.01 0.05 0.04 0.04 0.04 0.02 0.03 0.03 0.04 0.03 0.03 0.04 0.03 0.05 0.04 0.04 0.03 0.03 0.01 0.03 0.06 0.03 0.05 0.04 0.02 0.0 0.02 0.05 0.03 0.04 0.04 0.02 0.03 0.03 0.02 0.01 0.04 0.05 0.04 0.02 0.02 0.04 0.06 0.04 0.02 0.03 0.03 0.03 0.07 0.03 0.03 0.04 0.06 0.04 
0.04 0.05 0.05 0.04 0.04 0.05 0.04 0.06 0.03 0.04 0.06 0.04 0.04 0.04 0.04 0.03 0.02 0.05 0.03 0.04 0.09 0.03 0.02 0.07 0.03 0.03 0.06 0.04 0.04 0.03 0.0 0.05 0.02 0.04 0.03 0.02 0.03 0.03 0.02 0.01 0.03 0.05 0.03 0.04 0.05 0.05 0.04 0.05 0.04 0.03 0.03 0.03 0.03 0.02 0.06 0.03 0.01 0.04 
